chromosome	nSites	nMatches	percentMatches	accByChance	individual_iteration	coverage	nFounders	Ne	mu	population_iteration	population
chr1	20576	20576	1	0.708671557958908	6	0.05X	32	10000	5e-09	9	scrm
chr2	16875	16368	0.969955555555556	0.817005671296296	6	0.05X	32	10000	5e-09	9	scrm
chr3	21482	21453	0.99865003258542	0.788776150163509	6	0.05X	32	10000	5e-09	9	scrm
chr4	25227	25171	0.997780156181869	0.684864051598981	6	0.05X	32	10000	5e-09	9	scrm
chr1	20894	17183	0.822389202641907	0.708552974986838	7	0.05X	32	10000	5e-09	9	scrm
chr2	16846	16143	0.958269025287902	0.816981602179301	7	0.05X	32	10000	5e-09	9	scrm
chr3	21489	21086	0.981246218995765	0.788698078450021	7	0.05X	32	10000	5e-09	9	scrm
chr4	25491	25464	0.998940802636225	0.68509473931976	7	0.05X	32	10000	5e-09	9	scrm
chr5	22425	22425	1	0.688314825459866	7	0.05X	32	10000	5e-09	9	scrm
chr1	20857	20851	0.999712326796759	0.708539240048305	8	0.05X	32	10000	5e-09	9	scrm
chr2	16540	16508	0.998065296251512	0.817005117801542	8	0.05X	32	10000	5e-09	9	scrm
chr3	21524	20700	0.961717152945549	0.788710921166489	8	0.05X	32	10000	5e-09	9	scrm
chr4	25480	25223	0.989913657770801	0.685090749791503	8	0.05X	32	10000	5e-09	9	scrm
chr1	20892	20729	0.99219797051503	0.708656750714987	9	0.05X	32	10000	5e-09	9	scrm
chr2	16757	16683	0.99558393507191	0.817001442027958	9	0.05X	32	10000	5e-09	9	scrm
chr3	21493	21451	0.998045875401293	0.788779840747569	9	0.05X	32	10000	5e-09	9	scrm
chr4	25481	25467	0.999450571013696	0.685091572519721	9	0.05X	32	10000	5e-09	9	scrm
chr1	20854	20811	0.997938045458905	0.708573829136497	10	0.05X	32	10000	5e-09	9	scrm
chr2	16745	16565	0.989250522544043	0.817062579314721	10	0.05X	32	10000	5e-09	9	scrm
chr3	21489	21471	0.999162362138769	0.788738251620015	10	0.05X	32	10000	5e-09	9	scrm
chr4	25482	25410	0.997174476100777	0.685084730459246	10	0.05X	32	10000	5e-09	9	scrm
chr1	260660	257238	0.986871787002225	0.822095292752202	1	0.05X	128	1e+05	5e-09	1	scrm
chr2	255058	254966	0.99963929772836	0.782998831986714	1	0.05X	128	1e+05	5e-09	1	scrm
chr3	245738	226252	0.920704164598068	0.83679998961157	1	0.05X	128	1e+05	5e-09	1	scrm
chr4	266871	265657	0.995450985682221	0.865509324689673	1	0.05X	128	1e+05	5e-09	1	scrm
chr5	291180	291180	1	0.758611140764384	1	0.05X	128	1e+05	5e-09	1	scrm
chr1	260742	241226	0.925152066026954	0.822102036399217	2	0.05X	128	1e+05	5e-09	1	scrm
chr2	254941	199475	0.782435936157778	0.782998970217849	2	0.05X	128	1e+05	5e-09	1	scrm
chr3	245501	245495	0.999975560181018	0.836794667778848	2	0.05X	128	1e+05	5e-09	1	scrm
chr4	266834	266412	0.998418492396022	0.865505182851276	2	0.05X	128	1e+05	5e-09	1	scrm
chr5	291270	289938	0.995426923473066	0.758600859347842	2	0.05X	128	1e+05	5e-09	1	scrm
chr1	260831	259485	0.994839570449832	0.822094522699354	3	0.05X	128	1e+05	5e-09	1	scrm
chr2	254110	250531	0.985915548384558	0.783001028520805	3	0.05X	128	1e+05	5e-09	1	scrm
chr3	245670	245670	1	0.836800921749864	3	0.05X	128	1e+05	5e-09	1	scrm
chr4	266908	264854	0.992304464459664	0.865518559341491	3	0.05X	128	1e+05	5e-09	1	scrm
chr5	291082	291081	0.99999656454195	0.758603553426781	3	0.05X	128	1e+05	5e-09	1	scrm
chr1	260835	240901	0.923576207180785	0.822093607812785	4	0.05X	128	1e+05	5e-09	1	scrm
chr2	253744	251756	0.992165331988145	0.782962571523012	4	0.05X	128	1e+05	5e-09	1	scrm
chr3	245717	245665	0.999788374430748	0.836803481999713	4	0.05X	128	1e+05	5e-09	1	scrm
chr4	266855	257006	0.963092316051788	0.865507073641936	4	0.05X	128	1e+05	5e-09	1	scrm
chr5	291266	289059	0.992422733858398	0.758600393235841	4	0.05X	128	1e+05	5e-09	1	scrm
chr1	260809	260772	0.999858133730048	0.822088793204585	5	0.05X	128	1e+05	5e-09	1	scrm
chr2	254946	249861	0.980054599797604	0.782999488940872	5	0.05X	128	1e+05	5e-09	1	scrm
chr3	245791	245358	0.998238340704094	0.836802180316401	5	0.05X	128	1e+05	5e-09	1	scrm
chr4	266980	266852	0.999520563338078	0.865519274846562	5	0.05X	128	1e+05	5e-09	1	scrm
chr5	291099	291048	0.999824801871528	0.758608843159082	5	0.05X	128	1e+05	5e-09	1	scrm
chr1	260718	246841	0.946773908974447	0.822089826388839	6	0.05X	128	1e+05	5e-09	1	scrm
chr2	255067	249522	0.978260613877922	0.783004347427358	6	0.05X	128	1e+05	5e-09	1	scrm
chr3	245798	245531	0.998913742178537	0.836812169461894	6	0.05X	128	1e+05	5e-09	1	scrm
chr4	266824	263607	0.987943363415585	0.865508954285453	6	0.05X	128	1e+05	5e-09	1	scrm
chr1	260854	260831	0.999911828072408	0.822092994908071	7	0.05X	128	1e+05	5e-09	1	scrm
chr2	255070	238865	0.936468420433606	0.782997218508262	7	0.05X	128	1e+05	5e-09	1	scrm
chr3	245797	235018	0.956146738975659	0.83680839589634	7	0.05X	128	1e+05	5e-09	1	scrm
chr4	266880	253943	0.951525029976019	0.865514679320996	7	0.05X	128	1e+05	5e-09	1	scrm
chr5	291270	291256	0.999951934631098	0.758598544257355	7	0.05X	128	1e+05	5e-09	1	scrm
chr1	260834	254155	0.974393675671116	0.822098560465316	8	0.05X	128	1e+05	5e-09	1	scrm
chr2	255085	249448	0.977901483819119	0.782996728619948	8	0.05X	128	1e+05	5e-09	1	scrm
chr3	245815	245749	0.999731505400403	0.83680452846073	8	0.05X	128	1e+05	5e-09	1	scrm
chr4	266973	266343	0.997640210807834	0.865517703700959	8	0.05X	128	1e+05	5e-09	1	scrm
chr5	290677	290584	0.999680057245671	0.758628216993285	8	0.05X	128	1e+05	5e-09	1	scrm
chr1	260738	260669	0.999735366536523	0.822101022871483	9	0.05X	128	1e+05	5e-09	1	scrm
chr2	255192	245461	0.96186792689426	0.782998562800876	9	0.05X	128	1e+05	5e-09	1	scrm
chr3	245756	241597	0.983076710232914	0.836807090538116	9	0.05X	128	1e+05	5e-09	1	scrm
chr4	266234	253697	0.952909846225501	0.865518928026397	9	0.05X	128	1e+05	5e-09	1	scrm
chr5	291112	290859	0.999130918684218	0.758620321611412	9	0.05X	128	1e+05	5e-09	1	scrm
chr1	260813	257855	0.988658540793595	0.82209690888181	10	0.05X	128	1e+05	5e-09	1	scrm
chr2	255108	255025	0.999674647600232	0.78300467820017	10	0.05X	128	1e+05	5e-09	1	scrm
chr3	245727	227236	0.924749823991665	0.836800381674359	10	0.05X	128	1e+05	5e-09	1	scrm
chr4	266876	266838	0.999857611774757	0.865517028406993	10	0.05X	128	1e+05	5e-09	1	scrm
chr5	291265	291265	1	0.758607253948429	10	0.05X	128	1e+05	5e-09	1	scrm
chr1	260728	260675	0.999796723021693	0.748755159091578	1	0.05X	128	1e+05	5e-09	10	scrm
chr2	224850	222427	0.989223927062486	0.890789052239253	1	0.05X	128	1e+05	5e-09	10	scrm
chr3	227007	221282	0.974780513376239	0.803500509289602	1	0.05X	128	1e+05	5e-09	10	scrm
chr4	244954	244819	0.999448876115516	0.781589231073184	1	0.05X	128	1e+05	5e-09	10	scrm
chr5	177117	177043	0.999582197078767	0.82219781907217	1	0.05X	128	1e+05	5e-09	10	scrm
chr1	260740	260509	0.999114059983125	0.748748282101693	2	0.05X	128	1e+05	5e-09	10	scrm
chr2	224887	224771	0.999484185390885	0.890796081200729	2	0.05X	128	1e+05	5e-09	10	scrm
chr3	226832	225226	0.992919870212316	0.803487572000992	2	0.05X	128	1e+05	5e-09	10	scrm
chr4	244856	244238	0.997476067566243	0.781579859204476	2	0.05X	128	1e+05	5e-09	10	scrm
chr1	260198	235332	0.90443431540596	0.748750735157922	3	0.05X	128	1e+05	5e-09	10	scrm
chr2	224627	224627	1	0.890801914650193	3	0.05X	128	1e+05	5e-09	10	scrm
chr3	227095	227087	0.999964772452058	0.803490754037235	3	0.05X	128	1e+05	5e-09	10	scrm
chr4	244849	244710	0.99943230317461	0.781588908156628	3	0.05X	128	1e+05	5e-09	10	scrm
chr5	177119	177116	0.999983062234995	0.822185030364142	3	0.05X	128	1e+05	5e-09	10	scrm
chr1	260708	255192	0.978842229620879	0.748753640187025	4	0.05X	128	1e+05	5e-09	10	scrm
chr2	224863	224784	0.999648674970982	0.890775805528238	4	0.05X	128	1e+05	5e-09	10	scrm
chr3	226637	226381	0.998870440395875	0.803490807298676	4	0.05X	128	1e+05	5e-09	10	scrm
chr4	244918	244917	0.999995917000792	0.781586669002801	4	0.05X	128	1e+05	5e-09	10	scrm
chr1	260707	255595	0.980391780811409	0.748768807865862	5	0.05X	128	1e+05	5e-09	10	scrm
chr2	224641	220377	0.981018603015478	0.890810609192313	5	0.05X	128	1e+05	5e-09	10	scrm
chr3	227072	225862	0.994671293686584	0.803493745431825	5	0.05X	128	1e+05	5e-09	10	scrm
chr4	244757	241899	0.988323112311395	0.781571010803014	5	0.05X	128	1e+05	5e-09	10	scrm
chr5	177059	176854	0.99884219384499	0.822194105981269	5	0.05X	128	1e+05	5e-09	10	scrm
chr1	260635	260500	0.999482034262474	0.748753421537633	6	0.05X	128	1e+05	5e-09	10	scrm
chr2	224902	210749	0.937070368427137	0.890796722201243	6	0.05X	128	1e+05	5e-09	10	scrm
chr3	226940	226817	0.999458006521548	0.803496153133813	6	0.05X	128	1e+05	5e-09	10	scrm
chr4	244994	243510	0.993942708801032	0.781599389734736	6	0.05X	128	1e+05	5e-09	10	scrm
chr1	260741	260670	0.99972769913439	0.748751320858075	7	0.05X	128	1e+05	5e-09	10	scrm
chr2	224800	224490	0.998620996441281	0.890788348052001	7	0.05X	128	1e+05	5e-09	10	scrm
chr3	226937	226767	0.99925089341976	0.803495886990473	7	0.05X	128	1e+05	5e-09	10	scrm
chr4	244851	222745	0.909716521476326	0.781589864348066	7	0.05X	128	1e+05	5e-09	10	scrm
chr1	260812	253734	0.972861678143644	0.748748254858639	8	0.05X	128	1e+05	5e-09	10	scrm
chr2	224795	214637	0.95481216219222	0.890799175620426	8	0.05X	128	1e+05	5e-09	10	scrm
chr3	225234	222503	0.98787483239653	0.803521591234352	8	0.05X	128	1e+05	5e-09	10	scrm
chr4	244736	244736	1	0.781564568874726	8	0.05X	128	1e+05	5e-09	10	scrm
chr5	176223	158414	0.898940546920663	0.822132755437845	8	0.05X	128	1e+05	5e-09	10	scrm
chr1	260783	260717	0.999746916018299	0.748748236193682	9	0.05X	128	1e+05	5e-09	10	scrm
chr2	224711	218008	0.970170574649216	0.890789023884863	9	0.05X	128	1e+05	5e-09	10	scrm
chr3	227035	226977	0.999744532781289	0.803487847800518	9	0.05X	128	1e+05	5e-09	10	scrm
chr4	244982	244950	0.999869378158395	0.781598793711997	9	0.05X	128	1e+05	5e-09	10	scrm
chr5	177164	174087	0.982631911675058	0.822186254905413	9	0.05X	128	1e+05	5e-09	10	scrm
chr1	260751	250057	0.958987693239911	0.748750970585174	10	0.05X	128	1e+05	5e-09	10	scrm
chr2	224875	213370	0.948838243468594	0.890788681157501	10	0.05X	128	1e+05	5e-09	10	scrm
chr3	227119	182458	0.803358591751461	0.803495708618403	10	0.05X	128	1e+05	5e-09	10	scrm
chr4	244906	244341	0.997692992413416	0.781582267100614	10	0.05X	128	1e+05	5e-09	10	scrm
chr5	177127	177080	0.999734653666578	0.822194277473975	10	0.05X	128	1e+05	5e-09	10	scrm
chr1	290726	290628	0.999662912845772	0.860235817064368	1	0.05X	128	1e+05	5e-09	2	scrm
chr2	251525	249955	0.993758075737998	0.73108778443681	1	0.05X	128	1e+05	5e-09	2	scrm
chr3	215532	215510	0.99989792698996	0.882242560455241	1	0.05X	128	1e+05	5e-09	2	scrm
chr4	235149	235099	0.999787368859744	0.814404483550191	1	0.05X	128	1e+05	5e-09	2	scrm
chr1	290419	290400	0.999934577283167	0.860228473320148	2	0.05X	128	1e+05	5e-09	2	scrm
chr2	251592	251590	0.999992050621641	0.731090614430199	2	0.05X	128	1e+05	5e-09	2	scrm
chr3	215614	214897	0.996674612965763	0.882243853180535	2	0.05X	128	1e+05	5e-09	2	scrm
chr4	235270	229877	0.977077400433544	0.814420752266512	2	0.05X	128	1e+05	5e-09	2	scrm
chr5	200165	200116	0.999755201958384	0.825982891202161	2	0.05X	128	1e+05	5e-09	2	scrm
chr1	290340	290340	1	0.86022310298345	3	0.05X	128	1e+05	5e-09	2	scrm
chr2	251563	251563	1	0.731085381878045	3	0.05X	128	1e+05	5e-09	2	scrm
chr3	215587	215584	0.999986084504168	0.882242400096343	3	0.05X	128	1e+05	5e-09	2	scrm
chr4	235202	235141	0.999740648463874	0.814405401985996	3	0.05X	128	1e+05	5e-09	2	scrm
chr5	200250	199109	0.994302122347066	0.825978902104791	3	0.05X	128	1e+05	5e-09	2	scrm
chr1	290760	280890	0.966054477919934	0.860239856156871	4	0.05X	128	1e+05	5e-09	2	scrm
chr2	251726	251240	0.998069329350166	0.731095965844389	4	0.05X	128	1e+05	5e-09	2	scrm
chr3	215504	213065	0.988682344643255	0.882243919783228	4	0.05X	128	1e+05	5e-09	2	scrm
chr4	235145	232125	0.987156860660444	0.814409612224804	4	0.05X	128	1e+05	5e-09	2	scrm
chr1	290668	285742	0.98305283003289	0.860238643009311	5	0.05X	128	1e+05	5e-09	2	scrm
chr2	251697	251623	0.99970599570118	0.73108083176127	5	0.05X	128	1e+05	5e-09	2	scrm
chr3	215586	213108	0.988505747126437	0.882244681039774	5	0.05X	128	1e+05	5e-09	2	scrm
chr4	235201	225353	0.958129429721812	0.814405408011143	5	0.05X	128	1e+05	5e-09	2	scrm
chr1	290238	282331	0.972756840937438	0.860229007881638	6	0.05X	128	1e+05	5e-09	2	scrm
chr2	251543	251537	0.999976147219362	0.731091760006847	6	0.05X	128	1e+05	5e-09	2	scrm
chr3	215171	215171	1	0.882230714017318	6	0.05X	128	1e+05	5e-09	2	scrm
chr4	235282	235164	0.99949847417142	0.81442016038118	6	0.05X	128	1e+05	5e-09	2	scrm
chr1	290538	290538	1	0.860234329405034	7	0.05X	128	1e+05	5e-09	2	scrm
chr2	251736	248056	0.985381510789081	0.7310951907668	7	0.05X	128	1e+05	5e-09	2	scrm
chr3	215426	215398	0.999870024973773	0.882243726381735	7	0.05X	128	1e+05	5e-09	2	scrm
chr4	235298	235208	0.999617506311146	0.814418068007029	7	0.05X	128	1e+05	5e-09	2	scrm
chr1	290662	290557	0.999638755668096	0.860235497177362	8	0.05X	128	1e+05	5e-09	2	scrm
chr2	251788	246669	0.979669404419591	0.731083811286755	8	0.05X	128	1e+05	5e-09	2	scrm
chr3	215474	215454	0.999907181376871	0.882241542816197	8	0.05X	128	1e+05	5e-09	2	scrm
chr4	235236	235197	0.999834209049635	0.814411234098748	8	0.05X	128	1e+05	5e-09	2	scrm
chr1	290618	290599	0.99993462208122	0.860232828961418	9	0.05X	128	1e+05	5e-09	2	scrm
chr2	251536	251508	0.999888683925959	0.73108450052021	9	0.05X	128	1e+05	5e-09	2	scrm
chr3	215316	214200	0.99481692024745	0.882248795050882	9	0.05X	128	1e+05	5e-09	2	scrm
chr4	235250	235102	0.999370882040383	0.814412046329121	9	0.05X	128	1e+05	5e-09	2	scrm
chr1	290650	290619	0.999893342508171	0.860238495109292	10	0.05X	128	1e+05	5e-09	2	scrm
chr2	251777	251672	0.999582964289828	0.731087949074773	10	0.05X	128	1e+05	5e-09	2	scrm
chr3	215551	215255	0.998626775101948	0.882243732568293	10	0.05X	128	1e+05	5e-09	2	scrm
chr4	235297	234541	0.996787039358768	0.814422513650136	10	0.05X	128	1e+05	5e-09	2	scrm
chr1	235458	231897	0.984876283668425	0.842132970407839	1	0.05X	128	1e+05	5e-09	3	scrm
chr2	225122	225023	0.999560238448486	0.835758923596757	1	0.05X	128	1e+05	5e-09	3	scrm
chr3	230148	228363	0.992244121174201	0.783288873576052	1	0.05X	128	1e+05	5e-09	3	scrm
chr4	241554	241350	0.999155468342482	0.823679933841948	1	0.05X	128	1e+05	5e-09	3	scrm
chr1	235446	231058	0.981363030164029	0.842136233641751	2	0.05X	128	1e+05	5e-09	3	scrm
chr2	225133	225039	0.999582469029418	0.835750813748585	2	0.05X	128	1e+05	5e-09	3	scrm
chr3	230082	229899	0.999204631392286	0.783285801875799	2	0.05X	128	1e+05	5e-09	3	scrm
chr4	241724	241710	0.999942082705896	0.82366371700815	2	0.05X	128	1e+05	5e-09	3	scrm
chr1	235538	235523	0.999936316008457	0.842131527430851	3	0.05X	128	1e+05	5e-09	3	scrm
chr2	225134	225102	0.999857862428598	0.835749493749851	3	0.05X	128	1e+05	5e-09	3	scrm
chr3	229770	220952	0.961622492057275	0.783301940484982	3	0.05X	128	1e+05	5e-09	3	scrm
chr4	241653	241614	0.999838611562861	0.823671960339551	3	0.05X	128	1e+05	5e-09	3	scrm
chr1	235401	232454	0.987480936784466	0.84213678959404	4	0.05X	128	1e+05	5e-09	3	scrm
chr2	225184	224414	0.996580574108285	0.835750918641117	4	0.05X	128	1e+05	5e-09	3	scrm
chr3	229978	229389	0.997438885458609	0.783286624834767	4	0.05X	128	1e+05	5e-09	3	scrm
chr4	241687	241671	0.999933798673491	0.823665141962652	4	0.05X	128	1e+05	5e-09	3	scrm
chr1	235513	228857	0.971738290455304	0.842128249615351	5	0.05X	128	1e+05	5e-09	3	scrm
chr2	225116	215316	0.956466888182093	0.835756416871868	5	0.05X	128	1e+05	5e-09	3	scrm
chr3	230109	230002	0.99953500297685	0.7832958075435	5	0.05X	128	1e+05	5e-09	3	scrm
chr4	241590	212923	0.881340287263546	0.82367074630815	5	0.05X	128	1e+05	5e-09	3	scrm
chr1	235409	235237	0.999269356736573	0.84213445495808	6	0.05X	128	1e+05	5e-09	3	scrm
chr2	225062	225044	0.999920022038372	0.835747298504829	6	0.05X	128	1e+05	5e-09	3	scrm
chr3	230131	230131	1	0.783291947965914	6	0.05X	128	1e+05	5e-09	3	scrm
chr4	241685	238820	0.988145726875892	0.823665434368583	6	0.05X	128	1e+05	5e-09	3	scrm
chr1	235486	233892	0.993231020103106	0.842130753265487	7	0.05X	128	1e+05	5e-09	3	scrm
chr2	225034	215965	0.959699423198272	0.835738255205759	7	0.05X	128	1e+05	5e-09	3	scrm
chr3	230065	225794	0.981435681220525	0.783284176153767	7	0.05X	128	1e+05	5e-09	3	scrm
chr4	241704	241695	0.999962764372952	0.823665227111305	7	0.05X	128	1e+05	5e-09	3	scrm
chr1	235476	233378	0.991090387130748	0.84212914485828	8	0.05X	128	1e+05	5e-09	3	scrm
chr2	224978	224959	0.999915547297958	0.835770519697343	8	0.05X	128	1e+05	5e-09	3	scrm
chr3	229790	206732	0.899656207841943	0.783297877305689	8	0.05X	128	1e+05	5e-09	3	scrm
chr4	241289	241289	1	0.823685202023041	8	0.05X	128	1e+05	5e-09	3	scrm
chr1	235474	230502	0.978885142308705	0.842134250834719	9	0.05X	128	1e+05	5e-09	3	scrm
chr2	224957	217780	0.968096125037229	0.835767962119827	9	0.05X	128	1e+05	5e-09	3	scrm
chr3	230106	208670	0.906842933256847	0.783287780490635	9	0.05X	128	1e+05	5e-09	3	scrm
chr4	241636	231353	0.957444254995117	0.823669026163951	9	0.05X	128	1e+05	5e-09	3	scrm
chr1	235285	232248	0.987092249824681	0.842142861597288	10	0.05X	128	1e+05	5e-09	3	scrm
chr2	225115	224339	0.996552872976034	0.835751772715907	10	0.05X	128	1e+05	5e-09	3	scrm
chr3	229986	229958	0.999878253458906	0.783296438573129	10	0.05X	128	1e+05	5e-09	3	scrm
chr4	241532	208632	0.86378616498021	0.823674488606194	10	0.05X	128	1e+05	5e-09	3	scrm
chr1	222425	222287	0.999379566145892	0.821476315093922	1	0.05X	128	1e+05	5e-09	4	scrm
chr2	219245	219143	0.999534767041438	0.889844554541046	1	0.05X	128	1e+05	5e-09	4	scrm
chr3	224536	224408	0.999429935511455	0.883658687300561	1	0.05X	128	1e+05	5e-09	4	scrm
chr4	205936	205930	0.999970864734675	0.864461841750706	1	0.05X	128	1e+05	5e-09	4	scrm
chr5	238922	238908	0.999941403470589	0.778586235228083	1	0.05X	128	1e+05	5e-09	4	scrm
chr1	222116	222112	0.999981991391885	0.82146085625682	2	0.05X	128	1e+05	5e-09	4	scrm
chr2	219155	218407	0.996586890556912	0.88984760252135	2	0.05X	128	1e+05	5e-09	4	scrm
chr3	224531	224476	0.999755044960384	0.883659711657908	2	0.05X	128	1e+05	5e-09	4	scrm
chr4	205896	204890	0.995114038155185	0.864458463175034	2	0.05X	128	1e+05	5e-09	4	scrm
chr1	222391	219600	0.987450031700923	0.821472618615254	3	0.05X	128	1e+05	5e-09	4	scrm
chr2	219286	216312	0.986437802686902	0.889842932193591	3	0.05X	128	1e+05	5e-09	4	scrm
chr3	224462	222963	0.993321809482229	0.883660419668491	3	0.05X	128	1e+05	5e-09	4	scrm
chr4	205902	203714	0.989373585492127	0.86447801180617	3	0.05X	128	1e+05	5e-09	4	scrm
chr5	238930	236235	0.988720545766542	0.778585417818585	3	0.05X	128	1e+05	5e-09	4	scrm
chr1	222379	221569	0.996357569734552	0.821475206291522	4	0.05X	128	1e+05	5e-09	4	scrm
chr2	219247	210214	0.958799892358846	0.88984528379201	4	0.05X	128	1e+05	5e-09	4	scrm
chr3	224027	218437	0.975047650506412	0.883653087384644	4	0.05X	128	1e+05	5e-09	4	scrm
chr4	205941	205786	0.999247357252805	0.864463609398349	4	0.05X	128	1e+05	5e-09	4	scrm
chr5	238939	230956	0.966589799070055	0.778585743739773	4	0.05X	128	1e+05	5e-09	4	scrm
chr1	222384	208336	0.936829987768904	0.821473889646277	5	0.05X	128	1e+05	5e-09	4	scrm
chr2	219232	218040	0.994562837541965	0.889846121615832	5	0.05X	128	1e+05	5e-09	4	scrm
chr3	224387	224382	0.999977717069171	0.883661569155372	5	0.05X	128	1e+05	5e-09	4	scrm
chr4	205900	199785	0.97030111704711	0.86445958630792	5	0.05X	128	1e+05	5e-09	4	scrm
chr1	222494	221638	0.99615270524149	0.821470087505344	6	0.05X	128	1e+05	5e-09	4	scrm
chr2	219127	216621	0.988563709629576	0.889851745595163	6	0.05X	128	1e+05	5e-09	4	scrm
chr3	224551	222571	0.99118240399731	0.883659500294737	6	0.05X	128	1e+05	5e-09	4	scrm
chr4	205807	202043	0.981711020519224	0.864459238865744	6	0.05X	128	1e+05	5e-09	4	scrm
chr1	222431	217376	0.977273851216782	0.821474843098288	7	0.05X	128	1e+05	5e-09	4	scrm
chr2	217252	214371	0.986738902288587	0.889831283097635	7	0.05X	128	1e+05	5e-09	4	scrm
chr3	224536	224529	0.999968824598283	0.883661582268023	7	0.05X	128	1e+05	5e-09	4	scrm
chr4	205982	203640	0.988630074472527	0.864461385200584	7	0.05X	128	1e+05	5e-09	4	scrm
chr5	238836	238770	0.999723659749786	0.778585235171997	7	0.05X	128	1e+05	5e-09	4	scrm
chr1	222413	221491	0.995854558861218	0.821470773627462	8	0.05X	128	1e+05	5e-09	4	scrm
chr2	219130	219117	0.999940674485465	0.889844174207288	8	0.05X	128	1e+05	5e-09	4	scrm
chr3	224443	222570	0.99165489678894	0.883662540520449	8	0.05X	128	1e+05	5e-09	4	scrm
chr4	205423	201767	0.982202577121355	0.864442601150089	8	0.05X	128	1e+05	5e-09	4	scrm
chr1	222480	222332	0.999334771664869	0.821467851778022	9	0.05X	128	1e+05	5e-09	4	scrm
chr2	219221	216822	0.989056705333887	0.889846914169234	9	0.05X	128	1e+05	5e-09	4	scrm
chr3	224488	222364	0.990538469762304	0.883662665392854	9	0.05X	128	1e+05	5e-09	4	scrm
chr4	205663	205624	0.999810369390702	0.864457715598265	9	0.05X	128	1e+05	5e-09	4	scrm
chr5	238755	237819	0.996079663253126	0.778583552446873	9	0.05X	128	1e+05	5e-09	4	scrm
chr1	222425	222399	0.999883106665168	0.821476299178269	10	0.05X	128	1e+05	5e-09	4	scrm
chr2	219248	218754	0.997746843756842	0.889844438833607	10	0.05X	128	1e+05	5e-09	4	scrm
chr3	224499	222345	0.990405302473508	0.883662549243329	10	0.05X	128	1e+05	5e-09	4	scrm
chr4	205874	205871	0.999985427980221	0.864452126256913	10	0.05X	128	1e+05	5e-09	4	scrm
chr1	248052	248052	1	0.810715821066421	1	0.05X	128	1e+05	5e-09	5	scrm
chr2	247079	206445	0.835542478316652	0.77209414802553	1	0.05X	128	1e+05	5e-09	5	scrm
chr3	256178	254538	0.993598201250693	0.865371589144529	1	0.05X	128	1e+05	5e-09	5	scrm
chr4	184808	183705	0.99403164365179	0.888122107124882	1	0.05X	128	1e+05	5e-09	5	scrm
chr5	242167	242017	0.999380592731462	0.85296776184176	1	0.05X	128	1e+05	5e-09	5	scrm
chr1	248033	247884	0.99939927348377	0.810711024191857	2	0.05X	128	1e+05	5e-09	5	scrm
chr2	247174	234145	0.947288145193265	0.772107048960354	2	0.05X	128	1e+05	5e-09	5	scrm
chr3	256220	246575	0.962356568573882	0.865375567930438	2	0.05X	128	1e+05	5e-09	5	scrm
chr4	184817	176587	0.955469464389098	0.888116332457622	2	0.05X	128	1e+05	5e-09	5	scrm
chr1	248058	248005	0.999786340291383	0.810707911576659	3	0.05X	128	1e+05	5e-09	5	scrm
chr2	246975	235173	0.952213786820528	0.772111413829999	3	0.05X	128	1e+05	5e-09	5	scrm
chr3	256174	251986	0.983651736710205	0.865369166787485	3	0.05X	128	1e+05	5e-09	5	scrm
chr4	184815	184316	0.997300002705408	0.888120641162171	3	0.05X	128	1e+05	5e-09	5	scrm
chr1	247850	230722	0.930893685696994	0.810715601930509	4	0.05X	128	1e+05	5e-09	5	scrm
chr2	246947	227965	0.923133303907316	0.77211056327093	4	0.05X	128	1e+05	5e-09	5	scrm
chr3	255906	255897	0.999964830836323	0.865364964752377	4	0.05X	128	1e+05	5e-09	5	scrm
chr4	184708	184289	0.997731554670074	0.888114887398391	4	0.05X	128	1e+05	5e-09	5	scrm
chr5	242201	242201	1	0.852974558133905	4	0.05X	128	1e+05	5e-09	5	scrm
chr1	247965	247816	0.999399108745186	0.810693334760576	5	0.05X	128	1e+05	5e-09	5	scrm
chr2	247121	244675	0.990102014802465	0.772097692604202	5	0.05X	128	1e+05	5e-09	5	scrm
chr3	256152	256060	0.999640838252288	0.865368517621876	5	0.05X	128	1e+05	5e-09	5	scrm
chr4	184805	184805	1	0.888120305175979	5	0.05X	128	1e+05	5e-09	5	scrm
chr1	247926	247628	0.998798028443971	0.810691517335629	6	0.05X	128	1e+05	5e-09	5	scrm
chr2	247176	227325	0.919688804738324	0.77210468030861	6	0.05X	128	1e+05	5e-09	5	scrm
chr3	256076	256076	1	0.865377143437153	6	0.05X	128	1e+05	5e-09	5	scrm
chr4	177395	177395	1	0.888159075092176	6	0.05X	128	1e+05	5e-09	5	scrm
chr5	242091	242091	1	0.852987515380322	6	0.05X	128	1e+05	5e-09	5	scrm
chr1	248060	247918	0.999427557848908	0.810709188261849	7	0.05X	128	1e+05	5e-09	5	scrm
chr2	246932	240964	0.975831402977338	0.772108385394625	7	0.05X	128	1e+05	5e-09	5	scrm
chr3	256099	247141	0.965021339403902	0.865363254774795	7	0.05X	128	1e+05	5e-09	5	scrm
chr4	184837	168513	0.911684348912826	0.888120838195972	7	0.05X	128	1e+05	5e-09	5	scrm
chr5	242097	242066	0.99987195215141	0.852977122110323	7	0.05X	128	1e+05	5e-09	5	scrm
chr1	247926	237145	0.9565152505183	0.810726801015837	8	0.05X	128	1e+05	5e-09	5	scrm
